"GeoFIPS","GeoName","Region","ComponentId","ComponentName","IndustryId","IndustryClassification","Description","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","1","...","All industry total",1395281,1470178,1548754,1624102,1646877,1701848,1766295,1852648,1927323,1998027,2060386,2049576,1995394,2073290,2154863,2240986,2318229,2391384
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","2","..."," Private industries",1248245,1317885,1388152,1453774,1468512,1515231,1571781,1649833,1716225,1776902,1836297,1816819,1756718,1825692,1908269,1991659,2067068,2139456
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","3","11","  Agriculture, forestry, fishing, and hunting",13315,11453,8819,9642,10193,10216,12991,17544,12651,14689,17628,21998,18706,20848,29767,24865,36015,30999
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","4","111-112","   Farms",12073,10139,7504,8228,8722,8774,11419,15880,10943,12700,15717,20077,16745,18842,27811,22695,33930,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","5","113-115","   Forestry, fishing, and related activities",1242,1314,1315,1414,1471,1442,1573,1664,1708,1990,1911,1921,1961,2005,1956,2170,2086,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","6","21","  Mining",3795,4074,4255,4292,4438,4490,4706,5329,6207,7347,7868,8654,8566,9402,10699,10592,11779,12186
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","7","211","   Oil and gas extraction",616,437,442,590,665,897,980,1185,1449,1667,1703,1974,1370,1249,1391,1277,1670,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","8","212","   Mining, except oil and gas",2918,3387,3595,3450,3428,3291,3409,3706,4222,4845,5112,5466,6238,7214,8232,8009,8548,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","9","213","   Support activities for mining",261,249,218,251,344,303,317,438,536,835,1053,1214,958,939,1076,1307,1561,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","10","22","  Utilities",29791,28090,31275,30307,30377,28875,29064,30861,30796,34440,36052,36441,38429,40703,41369,40001,41732,42793
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","11","23","  Construction",55868,61252,66562,71955,73621,73971,77334,83142,87699,88223,87964,80649,71383,67378,69321,74043,77070,80243
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","12","31-33","  Manufacturing",319261,336831,350644,357337,335316,343402,352998,363857,367546,371278,385282,359989,327303,365867,394014,418721,422710,437687
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","13","...","   Durable goods manufacturing",218045,227939,235124,242363,218733,224456,231582,236742,243042,240746,248107,225053,171659,208810,224642,242625,250149,260849
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","14","321","    Wood products manufacturing",4113,4304,4461,4550,4279,4326,4310,4724,4983,4313,4252,3611,3070,3199,3164,3254,3349,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","15","327","    Nonmetallic mineral products manufacturing",9027,8699,9036,9102,8546,8756,9092,8683,8901,8702,8286,7906,7224,7258,7590,7919,8126,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","16","331","    Primary metals manufacturing",20726,21136,18665,18865,15127,15919,14671,20897,20516,19417,23424,24582,11745,16895,18631,21173,22747,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","17","332","    Fabricated metal products",34085,34538,36721,37923,33533,32736,34237,35958,37049,37736,39346,38292,31399,34253,36936,39209,39043,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","18","333","    Machinery manufacturing",34069,38160,36320,34082,32831,29073,28964,31333,34569,36212,38383,38604,33967,36380,42070,46250,44522,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","19","334","    Computer and electronic products manufacturing",14824,14560,12957,15101,12672,11440,13266,14021,17659,16989,17256,15496,14746,15126,14211,13817,15392,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","20","335","    Electrical equipment, appliance, and components manufacturing",13825,11640,12984,12834,11862,12240,13568,12054,11764,13753,13312,14322,12639,12769,12069,12541,12813,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",64521,71082,78249,82160,72422,82028,86076,79864,76460,72477,70963,50692,26335,52384,58450,67528,73403,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","22","3364-3366, 3369","    Other transportation equipment manufacturing",5159,5850,6727,7915,8110,7615,7493,8263,8784,9122,10746,9863,9375,8644,9707,9306,9586,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","23","337","    Furniture and related products manufacturing",7480,7804,8039,8540,7837,7828,7680,8131,8863,8482,8431,7757,6009,5489,6042,6821,7153,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","24","339","    Miscellaneous manufacturing",10219,10167,10965,11292,11513,12496,12223,12815,13495,13544,13709,13929,15150,16413,15773,14807,14014,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","25","...","   Nondurable goods manufacturing",101216,108891,115520,114974,116583,118945,121416,127114,124505,130532,137175,134935,155643,157057,169372,176095,172561,176838
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","26","311-312","    Food and beverage and tobacco products manufacturing",25049,24927,27749,27148,29338,31153,31350,30488,29278,31383,31922,33966,40885,39452,37127,39262,41026,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","27","313-314","    Textile mills and textile product mills",1118,1084,1340,1307,1236,1150,918,1149,1078,1223,1151,1119,994,1134,1086,1141,1196,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","28","315-316","    Apparel and leather and allied products manufacturing",1307,1197,1135,1181,1094,937,833,882,830,752,752,821,774,832,821,807,868,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","29","322","    Paper products manufacturing",12494,12485,13395,13470,11994,12554,11593,11437,11043,12150,11440,9965,11573,10652,10154,9994,10021,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","30","323","    Printing and related support activities",8572,8993,9654,9969,9725,9866,10176,10070,10519,11001,11351,10887,9562,9134,9216,9026,8977,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","31","324","    Petroleum and coal products manufacturing",5095,6383,4424,6621,10010,5934,9074,10417,13728,12246,13970,10180,16414,15060,29132,29582,25736,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","32","325","    Chemical products manufacturing",30774,35727,38288,35969,34680,38655,39257,43925,39630,43458,48560,52809,58996,63087,64088,66177,63978,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","33","326","    Plastics and rubber products manufacturing",16806,18095,19534,19310,18506,18697,18214,18747,18398,18319,18029,15189,16445,17706,17748,20107,20759,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","34","42","  Wholesale trade",88753,93936,96760,101138,99004,98836,102372,110285,118996,126348,131178,134856,125441,131900,137563,146028,150778,156300
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","35","44-45","  Retail trade",94493,100935,103941,108549,110838,113717,118774,120605,124693,125497,124786,122816,121799,122851,125962,129693,134784,139276
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","36","48-49","  Transportation and warehousing",41374,44822,47014,49611,49262,49408,51533,56187,60092,65915,64253,64747,60237,63459,66941,69047,71734,75323
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","37","481","   Air transportation",6834,7005,7652,7802,7038,7826,7860,8732,8521,10425,9951,9120,8814,9890,10224,10288,10700,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","38","482","   Rail transportation",3485,3743,3913,4013,4015,3762,3970,4176,4519,5066,4969,5592,4957,5242,5723,6087,6998,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","39","483","   Water transportation",664,743,760,993,1018,770,848,766,714,959,991,1058,1022,1010,1009,908,951,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","40","484","   Truck transportation",16116,17508,18800,19645,19331,19253,20065,21686,23386,24795,24350,23678,21265,22248,23840,24710,25354,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","41","485","   Transit and ground passenger transportation",1677,1866,2096,2269,2415,2465,2776,2927,2959,3176,3226,3292,3375,3429,3619,3659,3823,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","42","486","   Pipeline transportation",595,863,821,580,941,719,757,799,823,868,1035,1208,1104,1251,1132,1106,1170,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","43","487-488, 492","   Other transportation and support activities",7831,8318,8134,9129,9497,9398,9549,10504,11624,12449,11555,12393,11145,11672,12699,13118,13484,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","44","493","   Warehousing and storage",4171,4776,4838,5179,5005,5215,5707,6597,7546,8176,8175,8406,8555,8718,8695,9172,9253,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","45","51","  Information",45797,48342,49829,45305,47568,53328,55850,60737,62951,62023,66193,68535,65353,65422,64842,63870,66675,67860
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","46","511","   Publishing industries, except Internet (includes software)",12598,13117,16307,12678,12639,15458,16481,18891,19712,18088,21007,20690,19515,19662,19931,20199,21553,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","47","512","   Motion picture and sound recording industries",2417,2948,3657,3292,3465,3559,4102,4061,3415,3565,3590,4449,4481,5028,5152,4762,4940,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","48","515, 517","   Broadcasting and telecommunications",26856,27810,26784,27767,27926,28051,28696,31068,33365,33390,35837,36928,35588,34894,33823,33279,34194,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","49","518, 519","   Data processing, internet publishing, and other information services",3925,4468,3080,1569,3538,6260,6572,6717,6459,6979,5759,6468,5769,5839,5936,5630,5988,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","50","52, 53","  Finance, insurance, real estate, rental, and leasing",249408,262840,280770,302055,319851,332654,343884,353201,374245,386630,400838,382528,393787,399417,408443,428217,447093,463484
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","51","52","   Finance and insurance",92827,103019,108698,120490,123258,128462,135876,142835,155116,163669,165794,140698,148779,151668,154352,166038,175098,181081
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","52","521-522","    Federal Reserve banks, credit intermediation, and related services",34998,38867,45553,48877,55134,65399,68569,63472,66297,66944,65081,64272,58364,58585,60577,62515,68944,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","53","523","    Securities, commodity contracts, and investments",11528,11483,11432,11872,16060,15306,14025,14878,17803,19412,17666,11662,17822,17780,17622,20737,20904,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","54","524","    Insurance carriers and related activities",44638,49736,48069,57013,50058,45612,50888,62011,68212,74654,79601,61142,68838,70867,71649,76685,81194,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","55","525","    Funds, trusts, and other financial vehicles",1663,2933,3644,2729,2006,2145,2395,2475,2803,2659,3446,3621,3754,4437,4504,6101,4056,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","56","53","   Real estate and rental and leasing",156580,159821,172072,181564,196593,204191,208008,210365,219130,222961,235043,241830,245008,247749,254091,262179,271996,282403
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","57","531","    Real estate",142427,145135,155587,164126,177576,185251,189876,193021,200807,201912,214472,219449,223939,227182,232782,239908,248598,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","58","532-533","    Rental and leasing services and lessors of intangible assets",14153,14686,16485,17438,19016,18940,18132,17344,18322,21049,20571,22381,21069,20567,21309,22271,23397,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","59","54, 55, 56","  Professional and business services",135227,146222,157218,169346,176057,181067,187519,199476,211189,221304,232384,242870,226014,234652,247550,261872,271058,285955
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","60","54","   Professional, scientific, and technical services",76217,82579,89888,95045,98856,102030,103023,107268,112088,117626,123243,132679,123487,124830,131643,135888,140095,147267
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","61","5411","    Legal services",14638,16194,17172,18170,19725,20747,22165,23712,24351,25247,27073,30490,27279,25876,27259,27462,27660,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","62","5415","    Computer systems design and related services",11045,12800,14127,13662,14513,13449,13839,14780,16012,17614,19568,20678,20545,21390,23324,23998,25732,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","63","5412-5414, 5416-5419","    Miscellaneous professional, scientific, and technical services",50534,53586,58588,63213,64617,67834,67019,68776,71725,74765,76603,81512,75664,77564,81060,84428,86703,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","64","55","   Management of companies and enterprises",24779,27340,28114,31110,32230,33420,36088,39923,41868,44535,46137,45884,43300,46468,49094,55116,57375,60894
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","65","56","   Administrative and waste management services",34230,36302,39217,43191,44971,45617,48408,52285,57232,59143,63005,64307,59227,63354,66813,70869,73588,77795
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","66","561","    Administrative and support services",30449,32470,35201,39001,40458,40875,43284,47236,52137,54388,57847,59083,54010,56987,61194,64789,67202,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","67","562","    Waste management and remediation services",3782,3832,4016,4189,4513,4741,5125,5049,5095,4756,5158,5224,5217,6367,5620,6080,6386,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","68","61, 62","  Educational services, health care, and social assistance",94523,98096,103961,110630,119028,127009,134631,143618,150812,161085,167060,177991,186706,189148,194637,201052,207265,213396
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","69","61","   Educational services",9728,9972,10744,11417,12156,12880,14025,15383,16021,17493,18508,19818,21569,22336,23125,23678,24014,24710
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","70","62","   Health care and social assistance",84796,88124,93217,99213,106872,114129,120606,128236,134791,143592,148552,158173,165137,166813,171512,177374,183250,188686
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","71","621","    Ambulatory health care services",38071,39202,41140,44062,48288,51621,53991,57476,60583,64303,65787,69877,72850,73915,76151,79079,81700,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","72","622-623","    Hospitals and nursing and residential care facilities",40752,42407,44831,47202,50173,53726,57154,60853,63784,68278,71399,76220,80058,80602,83156,85880,88390,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","73","624","    Social assistance",5972,6515,7247,7949,8412,8783,9461,9906,10424,11011,11366,12076,12228,12295,12205,12415,13160,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","74","71, 72","  Arts, entertainment, recreation, accommodation, and food services",40430,42690,46944,50921,51590,54258,56648,59730,62037,64450,66859,66916,65558,66954,68504,73199,76175,79224
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","75","71","   Arts, entertainment, and recreation",11250,11422,12741,14052,13764,14786,15568,16281,16892,17485,18041,18041,17765,18251,18095,19480,20486,21543
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","76","711-712","    Performing arts, spectator sports, museums, and related activities",4729,5039,5621,6125,6469,7079,7521,7862,8275,8890,9230,9409,9381,9355,9313,9818,10468,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","77","713","    Amusements, gambling, and recreation industries",6520,6383,7120,7926,7295,7708,8048,8419,8617,8595,8811,8632,8384,8895,8782,9662,10018,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","78","72","   Accommodation and food services",29181,31268,34203,36869,37826,39472,41080,43449,45145,46966,48818,48875,47793,48704,50409,53719,55689,57681
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","79","721","    Accommodation",5920,6338,7100,7862,7600,7830,8028,8657,9345,9967,11118,11135,9415,9671,10609,11540,12257,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","80","722","    Food services and drinking places",23261,24931,27103,29007,30226,31642,33052,34793,35799,36999,37700,37739,38379,39033,39800,42179,43432,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","81","81","  Other services, except government",36211,38302,40157,42687,41372,44001,43476,45262,46311,47674,47952,47830,47436,47691,48657,50459,52200,54730
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","82","92"," Government",147035,152293,160602,170328,178364,186616,194514,202815,211098,221125,224089,232758,238676,247597,246594,249327,251161,251928
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","83","...","  Federal civilian",22480,23270,24142,25834,25619,26860,28147,29367,30236,31026,32099,32773,33731,36357,36318,35957,34419,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","84","...","  Federal military",7112,7132,7360,7501,7671,8537,9747,10072,10626,10664,11020,11851,12546,12733,12449,12329,12193,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","85","...","  State and local",117444,121891,129101,136993,145074,151220,156619,163377,170236,179435,180970,188134,192400,198508,197827,201041,204549,"(NA)"
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","86","11, 21","Natural resources and mining",17110,15527,13074,13934,14630,14706,17697,22873,18858,22036,25496,30652,27271,30249,40466,35457,47795,43185
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","87","42, 44-45","Trade",183246,194870,200701,209687,209842,212553,221146,230889,243689,251844,255965,257672,247241,254751,263525,275721,285562,295576
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","88","...","Transportation and utilities",71165,72912,78289,79917,79639,78282,80597,87048,90888,100355,100305,101188,98666,104162,108310,109048,113466,118116
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","89","...","Private goods-producing industries",392239,413610,430280,443226,423566,432079,448029,469871,474103,481537,498742,471290,425957,463495,503801,528221,547575,561115
"93000","Great Lakes","3","200","Gross domestic product (GDP) by state","90","...","Private services-providing industries",856007,904274,957871,1010548,1044946,1083153,1123752,1179962,1242121,1295365,1337555,1345529,1330760,1362197,1404468,1463438,1519493,1578341
"94000","Plains","4","200","Gross domestic product (GDP) by state","1","...","All industry total",565704,592512,619727,661930,680072,706178,746668,793359,831629,864955,907581,933376,925375,965357,1012181,1057797,1098306,1131518
"94000","Plains","4","200","Gross domestic product (GDP) by state","2","..."," Private industries",497899,521999,545471,583039,597539,619381,655638,697906,732469,760296,798677,819155,806895,841784,887902,932018,971538,1002475
"94000","Plains","4","200","Gross domestic product (GDP) by state","3","11","  Agriculture, forestry, fishing, and hunting",19258,16267,11912,13371,13760,14323,20572,26450,22203,21655,27106,35924,30910,35322,50018,47848,55414,49607
"94000","Plains","4","200","Gross domestic product (GDP) by state","4","111-112","   Farms",18119,15121,10713,12087,12447,13003,19099,24923,20665,19873,25384,34090,28980,33119,47816,45395,53036,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","5","113-115","   Forestry, fishing, and related activities",1138,1145,1199,1283,1313,1320,1473,1526,1538,1782,1722,1834,1929,2204,2203,2453,2378,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","6","21","  Mining",2590,2445,2440,2654,2637,2749,2980,3548,4916,5620,6101,7458,5949,8610,11440,13906,14899,16009
"94000","Plains","4","200","Gross domestic product (GDP) by state","7","211","   Oil and gas extraction",797,461,452,676,687,668,820,989,1309,1451,1640,2388,1716,2254,2996,3964,4686,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","8","212","   Mining, except oil and gas",1548,1770,1814,1741,1596,1809,1832,2110,3004,3118,3222,3466,3153,4648,5543,5555,5535,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","9","213","   Support activities for mining",246,214,174,237,354,271,328,449,604,1051,1239,1605,1080,1708,2901,4387,4678,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","10","22","  Utilities",11092,10633,11620,11558,12014,11715,11766,12833,12564,14121,14586,15181,16181,17775,18829,19478,20462,21842
"94000","Plains","4","200","Gross domestic product (GDP) by state","11","23","  Construction",22795,25244,27912,29838,30681,31008,33452,36968,39601,40714,41835,39559,37383,35862,37098,40347,43066,46036
"94000","Plains","4","200","Gross domestic product (GDP) by state","12","31-33","  Manufacturing",97162,99294,102914,109285,106346,108405,113156,118699,123436,130036,130992,131025,125149,132649,138331,150233,147839,151608
"94000","Plains","4","200","Gross domestic product (GDP) by state","13","...","   Durable goods manufacturing",56610,58689,59541,63637,60185,61678,63897,68294,72392,74124,75269,72200,61675,68834,71501,77994,79107,82483
"94000","Plains","4","200","Gross domestic product (GDP) by state","14","321","    Wood products manufacturing",1914,2233,2291,2453,2518,2290,2662,3017,2821,2843,2853,2640,2146,2213,2209,2341,2384,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","15","327","    Nonmetallic mineral products manufacturing",2961,3084,3272,3066,3043,3342,3311,3672,3710,3764,3466,3166,2863,2689,2719,3225,3295,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","16","331","    Primary metals manufacturing",2079,2219,2412,1961,1716,1987,1830,2411,2639,2896,2944,2961,1997,2106,2811,2873,2960,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","17","332","    Fabricated metal products",8400,8690,8915,9431,8354,8100,8470,8896,9449,9802,10406,10786,9370,9468,9815,10984,11513,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","18","333","    Machinery manufacturing",10882,12158,10910,11288,10850,11295,11148,13002,15138,15084,14530,14492,12874,14265,14783,18798,18568,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","19","334","    Computer and electronic products manufacturing",8521,7966,7572,8658,7588,9112,10108,9695,9832,9753,9519,9165,9323,10527,10640,11121,11997,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","20","335","    Electrical equipment, appliance, and components manufacturing",3667,3253,3796,3705,3880,3559,4048,3810,4180,5082,4830,4808,4215,4166,3848,3900,4098,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","21","3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing",6196,6714,7374,8451,7578,7545,8116,8617,8034,7328,7463,5591,2666,5016,6873,6529,6629,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","22","3364-3366, 3369","    Other transportation equipment manufacturing",5511,5782,6307,7056,7374,6977,6450,6707,6942,8116,10271,9104,6965,8848,8587,8590,7594,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","23","337","    Furniture and related products manufacturing",2114,2186,2408,2725,2533,2665,2505,2722,3061,3153,2864,2441,2044,2086,1982,2176,2013,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","24","339","    Miscellaneous manufacturing",4364,4405,4283,4845,4749,4807,5250,5745,6586,6302,6123,7045,7212,7451,7233,7456,8056,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","25","...","   Nondurable goods manufacturing",40552,40605,43372,45648,46161,46727,49259,50405,51044,55912,55723,58826,63474,63815,66830,72239,68732,69125
"94000","Plains","4","200","Gross domestic product (GDP) by state","26","311-312","    Food and beverage and tobacco products manufacturing",15389,15064,17189,17425,18333,18116,19393,19179,18796,20358,20825,25757,28171,26447,24822,26607,26972,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","27","313-314","    Textile mills and textile product mills",402,412,477,502,450,490,339,448,388,403,449,497,462,454,393,463,417,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","28","315-316","    Apparel and leather and allied products manufacturing",777,785,837,780,689,624,612,529,525,526,514,545,484,391,424,546,479,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","29","322","    Paper products manufacturing",3034,3325,3625,3891,3611,3639,3784,3941,3996,4265,4020,3627,4185,4475,4183,3625,3481,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","30","323","    Printing and related support activities",3888,4119,4255,4516,4535,4697,4756,5009,5308,5476,5584,5391,4808,4847,4749,4816,4888,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","31","324","    Petroleum and coal products manufacturing",1747,1732,1521,3284,3014,1858,2749,3442,5319,5330,5094,4099,4432,4143,8246,11119,7369,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","32","325","    Chemical products manufacturing",10547,10408,10439,10528,11080,12632,12773,12799,11571,14431,14140,14217,16054,18081,18839,19421,19339,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","33","326","    Plastics and rubber products manufacturing",4768,4761,5030,4723,4448,4670,4853,5058,5140,5123,5098,4693,4879,4977,5175,5642,5787,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","34","42","  Wholesale trade",38245,40017,40779,42227,42134,42801,44593,48360,52293,55015,57142,60654,58565,61905,63931,68574,71037,73811
"94000","Plains","4","200","Gross domestic product (GDP) by state","35","44-45","  Retail trade",40398,43391,44527,46500,47862,49143,51609,52941,54789,55667,55315,55319,55863,57648,59124,61846,64060,66644
"94000","Plains","4","200","Gross domestic product (GDP) by state","36","48-49","  Transportation and warehousing",21090,23223,24185,25470,25458,25363,27050,29278,31321,33373,33701,35807,33660,35197,37126,39377,40825,42690
"94000","Plains","4","200","Gross domestic product (GDP) by state","37","481","   Air transportation",3147,3253,3461,3455,2902,3129,3411,3390,3421,3012,3402,3235,2892,2992,3045,3051,3192,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","38","482","   Rail transportation",4283,4695,4788,5009,5330,5058,5483,6134,6845,8045,8194,9839,9076,9621,10010,10736,11051,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","39","483","   Water transportation",154,117,133,169,166,131,137,177,177,269,292,346,367,293,245,236,249,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","40","484","   Truck transportation",7913,8922,9671,10225,9984,10042,10597,11513,12189,12999,12725,12655,11944,12400,13424,14365,14730,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","41","485","   Transit and ground passenger transportation",814,860,949,953,986,984,1058,1162,1160,1249,1282,1341,1343,1389,1458,1457,1518,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","42","486","   Pipeline transportation",361,550,483,397,745,543,638,683,672,697,749,849,729,890,900,1078,1270,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","43","487-488, 492","   Other transportation and support activities",2988,3105,2996,3348,3482,3543,3666,3999,4401,4510,4285,4665,4407,4766,5186,5466,5811,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","44","493","   Warehousing and storage",1430,1721,1706,1915,1864,1932,2061,2221,2456,2592,2770,2878,2902,2846,2858,2989,3004,"(NA)"
"94000","Plains","4","200","Gross domestic product (GDP) by state","45","51","  Information",23754,25314,27608,26857,27649,31161,32608,35702,36851,36842,39988,41750,40701,40188,38902,38027,38579,39183
"94000","Plains","4","200","Gross domestic product (GDP) by state","46","511","   Publishing industries, except Internet (includes software)",6219,6452,7972,6440,6757,8333,8858,10096,10716,9805,11510,11590,11021,10564,10649,10513,10923,"(NA)"
